C1,C2,X1,X2,Y
Block_2_1,Block_1_1,3.9984672100321808,505.22024893271754,0
Block_3_1,Block_2_2,12.637196212881657,81.7513657354868,0
Block_1_3,Block_1_2,1.7738611912743871,77.51809766614495,0
Block_1_1,Block_1_1,3.334069949984915,-0.12724496376076466,0
Block_1_3,Block_1_1,26.11648655298551,-4.778540367507576,0
Block_1_2,Block_1_2,26.292415571612455,-1.9015013962498548,0
Block_3_1,Block_2_2,3.739531602410527,109.17895435041626,0
Block_1_2,Block_1_1,26.895216623678564,-3.4748581332671753,0
Block_1_1,Block_2_2,1.656763068248281,-0.4719570335973291,0
Block_1_1,Block_1_1,2.7451897084224903,-1.940947266130931,0
Block_2_1,Block_2_2,3.6189336822437883,53.202654129775695,0
Block_1_1,Block_2_2,2.7278216662977477,-0.10934980768804259,0
Block_2_1,Block_1_1,4.87463425703054,825.3301534353369,0
Block_2_2,Block_1_1,0.7587940308098342,140.36923486000154,0
Block_2_2,Block_1_1,0.2281607146518505,-0.621737783951331,0
Block_2_2,Block_1_1,1.8149439951429849,-4.285743732902908,0
Block_2_1,Block_1_2,1.607425735754079,57.516283916501635,0
Block_1_1,Block_1_2,4.050106850203909,956.6043666679021,0
Block_1_1,Block_2_2,2.4306352198859775,-3.3843682545551825,0
Block_2_2,Block_1_2,1.1540298767680768,100.7836162288322,0
Block_1_3,Block_2_2,1.5305465603596966,-0.4385904261843434,0
Block_2_2,Block_2_1,3.282006244685884,-4.917315351429238,0
Block_2_2,Block_2_2,3.2170038990466208,605.5664498817482,0
Block_2_1,Block_2_2,0.8780075239942517,89.43429097511444,0
Block_1_1,Block_2_2,0.63187024515801,16.137756359797418,0
Block_1_2,Block_1_1,3.005105765418839,448.95796552006203,0
Block_1_1,Block_1_2,14.463569050095725,-2.6308522244293355,0
Block_1_1,Block_1_2,1.4926116993589895,79.98410171521985,0
Block_2_1,Block_1_1,0.8023579491901827,-3.0787979986165244,0
Block_1_3,Block_2_1,5.126293507144387,34.62440624223523,1
Block_1_1,Block_1_2,13.467926567435386,84.54547633743105,0
Block_2_2,Block_1_1,3.1489166210014328,-2.6638644809846928,0
Block_1_2,Block_2_2,0.7583029979010179,41.916295797739444,1
Block_2_1,Block_2_2,27.79393858035861,5.824843969572935,0
Block_3_2,Block_1_1,1.6496825963195816,-3.507544938944915,0
Block_1_1,Block_1_1,18.56750427395876,-1.5368692193793199,0
Block_3_1,Block_2_1,10.376140346850395,44.663376055682406,0
Block_1_1,Block_1_1,3.855645302082336,205.5500009496198,0
Block_2_1,Block_2_2,16.39584183370257,-1.5443725691282189,0
Block_1_1,Block_1_2,3.878697774696992,48.49609444092189,0
Block_1_2,Block_1_1,2.2590441045055516,-1.1020670587360923,0
Block_1_3,Block_2_2,1.4548818154014782,81.09853942792903,0
Block_3_1,Block_2_1,1.920386987864236,-2.161701611564653,0
Block_3_2,Block_1_1,2.7179495317500635,42.386818813562996,0
Block_2_2,Block_2_2,1.4581212920087991,-2.2928750411320165,0
Block_1_3,Block_2_1,1.2439370318634122,129.25390445680705,1
Block_1_1,Block_1_1,28.989174638633337,-1.1985508393495814,0
Block_1_1,Block_2_2,3.4668031978658624,-4.076250822047529,0
Block_2_1,Block_1_1,2.331587471995134,94.26054065279156,0
Block_1_1,Block_1_2,28.07365823586736,-0.45707817489785185,0
Block_1_2,Block_2_1,8.501662593514151,-0.45645706535935204,0
Block_1_1,Block_1_1,2.380865732886286,-3.3627250657157215,0
Block_3_1,Block_1_1,0.8739198309175662,-2.652722456193871,0
Block_1_1,Block_1_1,0.15500378525449854,-0.256436550868421,0
Block_1_2,Block_1_1,19.776469179740005,-2.9638355488204344,0
Block_1_1,Block_2_1,3.42089363894982,-0.15103469505769418,0
Block_2_1,Block_2_2,2.2459955809250634,424.55832201462033,0
Block_1_3,Block_1_1,3.971052714131684,5.055532237182703,0
Block_2_2,Block_1_2,3.936536636490882,42.07336072990556,0
Block_1_2,Block_1_2,3.5382318439247604,263.47724115234394,0
Block_3_2,Block_2_2,2.3412982547414343,79.46669329396909,0
Block_1_2,Block_1_1,2.430818296543015,-4.783769771078869,0
Block_1_2,Block_2_2,0.8597035347812096,-3.327172746312141,0
Block_2_2,Block_1_2,5.141691101574821,-4.672702508519377,0
Block_2_1,Block_1_1,3.050386404059566,-3.6761808126406708,0
Block_3_1,Block_2_2,21.174853363160427,-1.551518267678147,0
Block_1_2,Block_1_1,2.0538865774859847,59.37995536774707,0
Block_2_2,Block_1_2,0.3034045491458581,28.226387878062752,0
Block_3_1,Block_2_2,2.7756690027911097,36.64631708034584,0
Block_1_1,Block_1_1,3.5386243653223426,977.5353567170314,0
Block_3_1,Block_2_2,3.184937129982142,-3.6460835544423813,0
Block_1_1,Block_1_1,1.3086893834807856,-1.2192366834527664,0
Block_2_2,Block_2_2,15.682403305991912,-3.822843406153662,1
Block_2_2,Block_2_2,4.916184690369344,-4.808216249696943,0
Block_2_1,Block_1_2,3.4729311696008422,59.970711458727465,0
Block_2_2,Block_2_1,5.153472993929319,-1.683770512594287,0
Block_2_1,Block_1_1,0.21372485836750643,559.6059637193707,0
Block_1_2,Block_2_2,25.081574968248447,-4.840918244061243,0
Block_3_2,Block_1_2,0.19356285127738948,-3.397174481484578,0
Block_1_2,Block_1_1,23.00993195306285,72.12553586634711,0
Block_3_2,Block_2_2,1.0462437697359421,-2.0311769027714717,0
Block_1_3,Block_2_1,26.33246602688111,407.5402608493486,0
Block_2_2,Block_2_2,3.0220525506681915,-1.9175696850290116,0
Block_1_1,Block_1_2,0.11188115253365272,72.57462713193507,0
Block_2_1,Block_1_1,29.678838535463846,59.95469423922307,0
Block_2_2,Block_1_2,1.4339013754638747,35.10292662339115,0
Block_3_2,Block_2_2,3.7114460425266698,-4.334028373118811,0
Block_1_1,Block_1_1,19.247288733116264,-2.0941508778329734,0
Block_1_2,Block_1_1,7.32001724052658,-1.5129971632002182,0
Block_2_1,Block_2_1,0.114105819508862,86.56648193237079,0
Block_3_2,Block_2_1,2.0848069170379957,89.36462482153055,0
Block_2_2,Block_2_1,2.3558590997976223,-2.475764106668781,0
Block_3_1,Block_1_1,3.9478156914081763,98.48868286751625,0
Block_1_3,Block_2_2,20.001667596192796,-4.000971893177873,0
Block_3_2,Block_1_2,15.629537742174534,-0.31513225883152174,0
Block_2_2,Block_1_1,2.9576991132152965,-4.398414273936722,0
Block_2_2,Block_1_2,17.88746905762077,-3.388001112614714,0
Block_1_1,Block_2_2,6.438883911374358,-1.905824442646182,0
Block_1_2,Block_1_1,2.3690817670337285,-1.93954023519946,0
Block_3_1,Block_2_2,3.7795753736899966,-2.514892551469905,0
Block_1_3,Block_2_2,1.9576910595828152,-2.3779049556215233,1
Block_3_1,Block_1_1,2.5259195121311806,882.2721009856086,0
Block_1_3,Block_1_2,2.542540386130518,-0.5247403134340844,0
Block_1_3,Block_1_1,3.7225634027907333,-0.7022903804912604,0
Block_1_1,Block_1_2,0.05522953380312412,300.09447225326,0
Block_3_2,Block_1_1,0.06015692553045282,48.79166031729638,0
Block_1_3,Block_1_1,0.3354935003101147,27.76162842795197,0
Block_1_2,Block_1_2,3.5208157812828187,5.52895770429771,0
Block_2_2,Block_2_1,3.4201395549061897,-4.23293936927767,0
Block_3_1,Block_2_2,2.9671861634808034,306.69171976959706,0
Block_3_1,Block_2_2,18.274423075827922,412.2913420563577,0
Block_2_2,Block_1_1,18.818992244954877,855.1206160581355,0
Block_2_1,Block_1_1,2.794958673525849,69.81459086101943,0
Block_2_2,Block_1_2,1.9046701518969371,48.07903993905253,0
Block_1_1,Block_1_1,1.2974478962906137,-0.5191415749417345,0
Block_1_1,Block_1_1,1.0835534669654647,-3.649844592516716,0
Block_1_1,Block_2_1,2.856699423965198,653.5108621358137,0
Block_1_1,Block_1_1,1.0373866466087804,-4.904469489102533,0
Block_2_1,Block_2_2,0.5631992803372246,-2.501221325048471,0
Block_1_3,Block_1_2,0.41082655280757896,78.44048615922276,0
Block_2_2,Block_1_1,18.727403982474147,56.85662054208647,0
Block_3_1,Block_1_1,1.5205784561539408,0.09101942133130647,0
Block_2_2,Block_2_1,0.9408909636150868,-1.8280691944234913,0
Block_1_3,Block_2_2,17.49682540876394,-4.099505634453927,0
Block_1_1,Block_1_1,20.010835524207206,-0.011384944980290967,0
Block_2_1,Block_1_1,17.318172646181264,85.35859012767571,0
Block_1_1,Block_1_2,0.5127013231920508,-3.7201508414047915,0
Block_3_1,Block_1_1,1.992262412603044,779.3392468102682,0
Block_3_2,Block_2_1,3.781088439743111,-3.1587331971385324,0
Block_3_2,Block_2_2,3.1685385024032886,-3.6608044023343425,0
Block_1_1,Block_1_1,22.60111816066919,-1.444001120567886,0
Block_2_2,Block_1_1,3.2247193036888597,351.66879655537673,1
Block_2_1,Block_2_1,0.8260107692519276,-4.996471614814075,0
